Name,Rating,Review,Salaries,Interviews,Jobs,Benefits,Photos
Manipal Hospitals,4.0,(2.3k),7.6k,149,48,161,7
Bank of Baroda,3.6,(2.3k),7.1k,132,--,156,15
ValueLabs,3.4,(2.3k),16.6k,224,123,277,12
Sify Technologies,3.6,(2.3k),10.3k,154,41,164,4
Whirlpool,4.0,(2.3k),8.1k,125,18,203,9
Indian Railways,4.2,(2.3k),3.6k,118,22,167,19
Spark Minda,3.7,(2.3k),7.6k,172,22,53,19
Saint-Gobain,3.8,(2.3k),12.3k,226,137,267,9
Nuvoco Vistas,4.1,(2.3k),7.5k,143,30,152,6
Allstate,3.7,(2.3k),12.2k,160,15,194,6
Shahi Exports,4.0,(2.3k),6.9k,131,66,233,26
Poonawalla Fincorp,3.5,(2.3k),6.4k,92,2,145,--
FirstCry,3.6,(2.3k),9.4k,225,1,87,19
Generali Central Life Insurance,3.5,(2.3k),6.8k,126,156,175,7
Lava International,3.9,(2.3k),4.4k,97,4,296,3
Power Mech Projects,3.8,(2.3k),6.9k,128,8,172,6
GlaxoSmithKline Pharmaceuticals,4.1,(2.3k),6k,135,15,118,1
Henry Harvin Education,4.0,(2.3k),1k,139,37,76,2
CAMS,3.5,(2.3k),9.3k,155,5,60,6
Brakes India,3.8,(2.2k),7.3k,112,32,219,2
Mercedes-Benz Research and Development India,3.5,(2.3k),18.7k,215,--,206,7
NTT DATA Business Solutions,4.1,(2.2k),13.8k,288,1.5k,40,59
Jio Platforms,3.3,(2.3k),15.5k,277,--,77,--
Kotak Securities,3.4,(2.2k),9.7k,151,40,158,3
Cargill,3.9,(2.2k),8.8k,116,125,161,7
CitiusTech,3.1,(2.2k),15.1k,330,50,178,15
BHEL,4.2,(2.2k),5.2k,143,53,234,11
Life Insurance Corporation of India,4.4,(2.2k),4.6k,112,3,235,27
"Maruti Suzuki India Limited, Hansalpur",4.3,(2.2k),6.9k,246,5,182,3
upGrad,3.3,(2.2k),9.8k,221,34,137,19
Force Motors,3.7,(2.2k),8.3k,154,22,163,5
Microsoft Corporation,3.8,(2.2k),33.5k,651,1,203,7
Provana,4.0,(2.2k),4.8k,284,14,332,4
SGS,3.7,(2.2k),6.8k,137,131,194,2
Nokia Networks,4.1,(2.2k),10.3k,131,1,14,--
EPAM Systems,3.6,(2.2k),26.1k,690,609,155,7
Biological E,4.3,(2.2k),7.3k,153,23,239,--
Pfizer,3.9,(2.2k),5.9k,92,85,286,6
IndusInd General Insurance,3.6,(2.2k),7.2k,107,12,135,2
Morgan Stanley,3.5,(2.2k),28.7k,349,68,166,8
Aditya Birla Health Insurance Co,3.7,(2.2k),8k,137,1,105,1
ITC Hotels,4.0,(2.2k),5.5k,110,--,204,16
Shadowfax Technologies,3.5,(2.2k),8k,178,72,90,18
Reliance Trends,4.0,(2.2k),3.9k,128,--,209,34
Delphi TVS,3.8,(2.1k),5.4k,104,1,203,2
K12 Techno Services,3.6,(2.1k),5.5k,449,344,80,1
Narayana Health,4.0,(2.1k),6.4k,104,138,156,--
Trent,3.8,(2.1k),5.5k,117,33,145,8
Raymond Lifestyle Limited,4.1,(2.1k),6.1k,127,26,235,11
TELUS Digital,3.5,(2.1k),11.2k,154,8,75,--
Simplex Infrastructures,3.3,(2.1k),4.2k,88,2,281,--
Huawei Technologies,4.1,(2.1k),7.5k,120,34,280,1
YASH Technologies,3.6,(2.1k),16.3k,186,445,189,35
Haier Appliances India,3.9,(2.1k),7.5k,179,36,183,8
Hinduja Leyland Finance,4.3,(2.1k),3.1k,536,6,350,3
Aye Finance,4.1,(2.1k),3.7k,111,110,126,18
Motherson Automotive Technologies and Engineering,3.7,(2.1k),7.9k,170,16,166,1
Novartis,4.1,(2.1k),10.8k,173,22,239,16
Tekwissen,4.9,(2.1k),632,341,326,183,12
IDBI Bank,3.3,(2.1k),6.3k,91,--,131,7
Microland,3.6,(2.1k),10.7k,170,653,186,6
Globiva,3.0,(2.1k),5.6k,146,281,87,11
Extramarks Education,3.2,(2.1k),7.1k,181,15,146,2
Ola Cabs,3.2,(2.1k),8.8k,157,--,213,10
Godrej Properties,3.5,(2.1k),9.9k,138,--,138,10
CMS Infosystems,3.5,(2.1k),5k,88,10,106,6
R.R. Donnelley,3.6,(2.1k),10.2k,132,18,215,1
AECOM,4.1,(2.1k),7.3k,159,565,260,14
Schindler,3.9,(2.1k),6.4k,127,39,196,3
Trident Group,3.4,(2.1k),5.6k,164,20,152,20
L&T Energy Hydrocarbon,3.8,(2.1k),8.3k,121,--,205,9
Honeywell Automation,3.8,(2.1k),12.9k,144,--,166,--
Orchids International School,4.0,(2.1k),4k,478,--,137,--
Spinny,3.6,(2.1k),8.1k,223,94,114,--
Uflex,3.9,(2.1k),7k,133,68,134,9
Dr Lal PathLabs,4.2,(2.1k),4.6k,202,127,199,3
SAP,4.1,(2k),18.7k,329,--,283,22
Rungta Mines,3.9,(2.1k),6.4k,221,2,77,12
Senco Gold,4.4,(2k),1.6k,634,4,30,9
Iris Software,3.8,(2k),8.4k,228,424,292,10
Adecco Group,3.9,(2k),7.7k,128,4,143,1
Tata Power,3.9,(2k),8.1k,228,23,149,12
Paisabazaar.com,3.4,(2k),7.1k,177,56,108,25
CNH (Case New Holland),3.7,(2k),6.3k,145,7,173,35
Aadhar Housing Finance,4.0,(2.1k),5k,126,19,112,12
Gabriel India Limited,4.0,(2k),5.8k,139,14,257,3
DHL Supply Chain,4.1,(2k),6.5k,143,20,143,29
Labmentix,4.5,(2.1k),49,689,--,114,1
HSBC Electronic Data Processing,4.0,(2k),8.2k,99,--,8,1
Crisil,3.5,(2k),13.8k,218,725,228,--
NTPC,4.2,(2k),4.5k,199,--,200,20
ICICI Home Finance,3.7,(2k),6k,106,11,100,4
V-Guard,4.3,(2.1k),4.8k,129,36,285,19
HTC Global Services,3.4,(2k),13.6k,172,21,113,--
CSB Bank,3.2,(2.1k),7.3k,115,1.4k,57,5
G R Infraprojects,4.1,(2k),5.5k,169,29,159,4
NCR Voyix,3.4,(2k),9.6k,147,45,177,--
Jindal Saw,4.1,(2k),7k,157,47,192,3
Sammaan Capital Limited,3.7,(2k),4.6k,58,25,160,2
Ninjacart,3.7,(2k),4.8k,106,40,127,23
Parle Products,3.9,(2k),3.6k,133,16,203,3
NeoSOFT,3.1,(2k),11.3k,312,52,111,39
Thomson Reuters,3.6,(2k),11.1k,144,105,238,--
Infinx,3.7,(2k),5.6k,215,56,80,1
Philips,3.8,(2k),11.4k,186,82,184,10
Capri Global Capital,3.6,(2k),4.5k,81,21,59,20
Angel One,3.5,(2k),7.9k,177,56,160,4
PI Industries,3.8,(2k),7.1k,148,24,177,9
Verizon,3.5,(2k),12.4k,136,--,216,5
Polycab Wires,4.0,(2k),7.4k,139,114,104,7
Safexpress,3.9,(2k),5.9k,135,2,158,37
Medi Assist India,3.4,(2k),7.6k,145,40,153,1
Lucas-TVS,3.8,(2k),6.2k,104,17,214,5
State Street Syntel,3.7,(2k),6.1k,81,8,283,--
Google,4.4,(2k),38.2k,1.1k,20,146,19
Digit Insurance,3.5,(2k),6.5k,244,4,120,30
Hindustan Aeronautics,4.3,(2k),4.5k,95,15,182,2
Fusion CX,3.2,(2k),4.7k,150,20,102,22
AXA Global Business Services,3.6,(1.9k),7.3k,113,45,182,5
Infra.Market,3.8,(1.9k),4k,284,--,28,14
Aragen Life Sciences,3.9,(1.9k),6.7k,129,5,292,18
TVS Sundram Fasteners,3.6,(1.9k),6.7k,96,16,214,4
Tata Tele Business Services,3.5,(1.9k),4.6k,58,84,273,--
Adani Green Energy,3.9,(1.9k),6.5k,173,1,101,34
Haldiram Foods International Limited,3.8,(1.9k),6.3k,173,--,115,1
First American (India),3.5,(1.9k),9.6k,102,77,176,7
KENT RO Systems,3.7,(1.9k),4.2k,109,27,113,19
Hindustan Petroleum,4.2,(1.9k),6.2k,120,--,139,6
Honda Cars,4.3,(1.9k),6.4k,121,--,192,2
DIVI'S Laboratories,3.6,(1.9k),6.8k,107,--,172,--
Air India,3.4,(1.9k),8.5k,237,49,177,6
AkzoNobel,4.1,(1.9k),4.6k,147,22,140,45
MetLife,3.9,(1.9k),9.9k,105,81,248,--
Pine Labs,3.2,(1.9k),8.1k,146,11,115,2
Isgec Heavy Engineering,3.8,(1.9k),7.2k,152,65,138,223
IIFL SAMASTA,3.7,(1.9k),3.5k,94,3,29,14
Innovsource Services,3.9,(1.9k),4.7k,81,1,121,6
USHA International,4.0,(1.9k),5k,121,25,177,13
Sterling & Wilson,4.1,(1.9k),6.5k,94,20,198,10
Annapurna Finance,3.8,(1.8k),3.9k,90,7,131,12
Hitachi Astemo,4.1,(1.9k),6.9k,148,--,134,7
USV,4.0,(1.8k),5.8k,93,43,181,--
Granules India Limited,3.8,(1.8k),6.6k,87,5,174,1
LivSpace,3.3,(1.8k),8.4k,175,235,94,3
HDFC Securities,3.4,(1.8k),6.2k,131,49,146,5
Cafe Coffee Day,3.7,(1.8k),3.8k,87,6,171,9
Reckitt Benckiser,3.8,(1.9k),6.4k,109,68,176,3
TTEC India,3.6,(1.8k),5.6k,201,11,160,28
Security and Intelligence Services (India),4.1,(1.8k),4.7k,89,30,134,8
NielsenIQ,3.4,(1.9k),12k,249,28,77,6
SS&C TECHNOLOGIES,3.2,(1.8k),13.6k,206,194,201,13
Bata,3.6,(1.8k),4.2k,91,5,126,17
Cushman & Wakefield,4.1,(1.8k),6.9k,130,217,146,2
Medanta the Medicity,4.0,(1.8k),5.3k,150,63,162,4
Tata 1mg,3.6,(1.8k),7.6k,241,234,119,25
XBP Global,3.2,(1.8k),7.6k,105,46,86,--
BVG India,4.1,(1.8k),4.1k,181,92,108,8
Mother Dairy Fruit & Vegetable,4.0,(1.8k),5.3k,108,4,159,3
Shriram Life Insurance,3.5,(1.8k),5.1k,128,102,95,5
Orange Business,4.1,(1.8k),9.1k,121,20,249,1
Tata Communications Transformation Services,3.7,(1.8k),8.4k,102,--,167,1
Kalyan Jewellers,4.3,(1.8k),1.6k,97,30,67,4
Suryoday Small Finance Bank,3.9,(1.8k),4.6k,109,15,119,15
BT Business,3.9,(1.8k),9.3k,90,--,272,--
Clover Infotech,3.3,(1.8k),12.5k,147,170,108,32
Patanjali Foods,3.8,(1.8k),4.8k,114,18,137,--
Caterpillar Inc,4.1,(1.8k),11.9k,218,76,152,9
HighRadius,2.4,(1.8k),9.6k,218,130,92,24
ReNew,4.3,(1.8k),6.9k,150,101,113,7
FactSet,3.6,(1.8k),10.9k,241,20,194,26
Vedantu,3.2,(1.8k),7.5k,202,17,152,7
Sysnet Global Technologies,3.6,(1.8k),4.4k,145,23,83,--
Stellar Migration,1.3,(1.8k),3,2,--,8,1
Metro Cash & Carry,3.9,(1.8k),4.9k,78,4,165,8
Cavinkare,3.9,(1.8k),5.1k,73,19,145,--
Compass Group Support Services,4.0,(1.8k),5.8k,95,27,149,33
L.G.Balakrishnan & Bros,3.5,(1.8k),6k,88,13,119,--
Urban Company,3.3,(1.8k),7.7k,188,112,112,14
Health Care Global Enterprises,4.4,(1.8k),2.9k,182,138,35,14
KONE,4.1,(1.8k),5.9k,158,49,209,36
Toyota Kirloskar Motor,4.3,(1.8k),5k,92,12,174,8
CG Power and Industrial Solutions,3.8,(1.8k),6.9k,113,--,228,5
Dhani Loans and Services,3.9,(1.7k),4.1k,72,38,41,1
Frankfinn Institute of Air Hostess Training,3.8,(1.7k),3.2k,131,17,173,289
Indian Navy,4.6,(1.7k),3.5k,40,--,240,2
Future Retail,4.4,(1.7k),3.4k,61,--,230,--
Vardhman Fabrics,4.0,(1.7k),5.4k,96,15,147,2
Yamaha Motor,4.0,(1.7k),5.4k,97,--,170,4
NEC,4.1,(1.7k),5.5k,81,16,81,24
Rane (Madras),3.8,(1.7k),4.7k,99,44,168,--
Veritas Finance,4.2,(1.7k),2.4k,95,1,41,33
DHL Express,4.0,(1.7k),6.2k,81,--,177,9
Krishna Maruti,3.9,(1.7k),5.3k,147,14,132,24
Goldman Sachs,3.3,(1.7k),21.7k,426,110,109,1
Procter & Gamble,4.0,(1.7k),6k,139,6,163,5
MagicBricks,3.8,(1.7k),4.7k,350,16,72,9
Matrimony.com,3.9,(1.7k),4.4k,123,47,83,--
Belrise Industries,3.7,(1.7k),6.2k,110,9,97,2
Arvind Group,4.0,(1.7k),5.5k,93,19,295,6
Satin Creditcare Network,3.9,(1.7k),3.2k,73,3,132,5
Dixon Technologies,3.9,(1.7k),5.9k,161,17,128,16
Coronis Ajuba Solutions,3.8,(1.7k),5.8k,96,1,145,1
JSW Bhushan Power & Steel,4.0,(1.7k),4.7k,89,--,180,2
CMA CGM,4.0,(1.7k),8k,107,34,213,9
IndiaFirst Life Insurance,3.7,(1.7k),4.1k,87,27,111,--
iOPEX Technologies,3.1,(1.7k),6.4k,98,32,519,66
Marico,3.8,(1.7k),6k,115,45,167,7
Godrej Industries Group,3.9,(1.7k),3.2k,161,--,171,3
SHYAM METALICS AND ENERGY,3.5,(1.7k),5.2k,165,122,59,16
Wipro Enterprises Ltd,3.7,(1.7k),8.5k,216,--,446,--
Teva Pharmaceuticals,3.9,(1.7k),5.9k,122,4,193,3
BA Continuum,3.9,(1.7k),9.7k,114,--,292,--
mPokket,4.5,(1.7k),1.8k,426,3,52,31
Johnson & Johnson,3.9,(1.7k),6k,118,109,184,9
Sanofi,4.0,(1.7k),6.3k,111,57,175,9
Welspun Living Limited,3.9,(1.7k),5.2k,94,--,156,8
Relaxo Footwear,4.0,(1.7k),4.7k,124,33,156,5
Tata Consumer Products,3.5,(1.7k),6.4k,109,2,101,6
Troikaa Pharmaceuticals,4.3,(1.7k),4k,167,21,193,6
Broadridge Financial Solutions,3.8,(1.7k),11.4k,168,84,143,8
Chegg,4.1,(1.7k),4k,169,10,86,--
Asahi India Glass,3.8,(1.7k),5.6k,120,4,140,5
Supreme Industries,4.0,(1.7k),5.9k,102,--,120,3
ZF Commercial Vehicle Control Systems,3.8,(1.7k),3.9k,86,4,12,5
Lumax Industries,3.9,(1.7k),5.9k,112,41,135,2
Kotak Mahindra Prime,3.9,(1.6k),5.3k,78,--,68,1
HERE Technologies,3.7,(1.6k),7.6k,114,10,285,--
Hero Motors Company,3.9,(1.6k),6.3k,102,2,120,4
Emami,3.8,(1.6k),5.4k,109,7,139,9
Karur Vysya Bank,3.5,(1.6k),5.3k,113,8,64,--
IFB,3.5,(1.6k),5.7k,128,23,66,1
Tata Play,4.0,(1.6k),4.5k,90,1,177,10
Muthoot Microfin,4.2,(1.6k),2.7k,87,8,68,19
Bisleri,4.2,(1.6k),4.6k,131,25,143,6
KFC,4.0,(1.6k),3.1k,89,1,152,4
Amul India,4.0,(1.6k),4.4k,166,5,15,14
Gujarat Fluorochemicals,3.9,(1.6k),7k,113,3,136,3
Wockhardt,3.8,(1.6k),4.1k,67,37,184,--
Mercer,3.7,(1.6k),10.1k,99,--,213,--
Patra India,3.5,(1.6k),6.6k,126,2,87,2
Chetu,3.8,(1.6k),7.3k,239,1,152,23
Marriott International,4.1,(1.6k),4.7k,110,2.3k,190,9
Bajaj Capital,3.5,(1.6k),4k,170,81,101,7
Suguna Foods,3.9,(1.6k),4.2k,96,23,131,10
Steel Strips Wheels,3.7,(1.6k),5.7k,89,21,126,8
PharmEasy,3.7,(1.6k),6.4k,122,4,150,15
SAI Life Sciences,3.9,(1.6k),6.2k,111,37,138,10
PNB Housing Finance,3.7,(1.6k),4.9k,59,15,91,--
Piramal Pharma,3.9,(1.6k),7.1k,139,35,121,18
Canara Bank,3.6,(1.6k),4.1k,54,--,97,6
Sonata Software,3.5,(1.6k),12.3k,150,154,93,--
Evalueserve,3.0,(1.6k),10.6k,143,44,136,3
Airtel Payments Bank,3.7,(1.6k),5.6k,130,31,108,4
Tanishq,4.2,(1.6k),3.2k,124,--,82,16
GE VERNOVA,4.1,(1.6k),5.9k,117,538,22,4
Cemindia Projects,4.2,(1.6k),3.6k,96,1,141,4
SBFC Finance,3.8,(1.6k),3k,105,31,54,8
GMR Group,4.0,(1.6k),4.7k,110,--,195,2
Page Industries,4.0,(1.6k),5.1k,82,7,113,11
XL Dynamics,3.8,(1.6k),3.6k,98,15,196,1
Dainik Bhaskar Group,4.1,(1.6k),4.5k,87,59,148,6
V5 Global Services,3.8,(1.6k),3.9k,95,7,71,2
Honda,4.1,(1.6k),3.7k,117,18,195,8
Acuity Analytics,3.1,(1.6k),13.3k,192,142,89,12
Tesco,3.6,(1.6k),9.4k,153,36,195,22
Wheelseye Technology,3.5,(1.6k),4.1k,127,16,98,6
QualityKiosk Technologies,3.2,(1.6k),11.8k,168,130,103,--
Devyani International,3.7,(1.6k),3.6k,76,14,117,18
VOIS,3.8,(1.6k),9.6k,189,24,34,--
Heritage Foods,4.0,(1.6k),3.9k,110,55,149,2
Happiest Minds Technologies,3.4,(1.5k),13.2k,157,577,99,20
Nayara Energy,4.2,(1.6k),5.9k,97,6,170,7
City Union Bank,2.9,(1.5k),6k,135,7,79,7
Amneal Pharmaceuticals,4.2,(1.6k),6.6k,88,140,153,2
Gland Pharma,3.9,(1.5k),6k,97,16,131,--
Ashoka Buildcon,4.1,(1.5k),4.1k,84,4,134,7
Oracle Cerner,3.3,(1.5k),9.8k,172,--,259,1
ALTEN,3.5,(1.5k),9k,174,85,79,8
Apexon,3.3,(1.5k),9.8k,183,68,50,1
Daimler India Commercial Vehicles,3.9,(1.5k),6.8k,80,1,187,--
Altimetrik,3.4,(1.5k),13.3k,309,228,122,10
Apco Infratech,3.8,(1.5k),4.4k,146,21,119,14
Valeo,3.9,(1.5k),8.2k,110,139,133,3
ISS Facility Services,4.0,(1.5k),4.3k,72,27,133,--
American Broadcasting Company,4.0,(1.5k),37.8k,609,4,9,--
Indoco Remedies,3.4,(1.5k),5.8k,95,27,112,6
Jaquar,4.1,(1.5k),5.2k,92,106,130,--
Fusion Finance,3.8,(1.5k),3.3k,64,1,82,3
Indegene,3.2,(1.5k),10.2k,180,28,139,--
Max Fashion,4.0,(1.5k),3.5k,78,14,170,16
Bharat Forge,3.8,(1.5k),6.5k,80,6,125,5
Aon,3.8,(1.5k),6.8k,98,83,216,--
Chandigarh University,4.2,(1.5k),2.9k,111,65,49,6
CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),3.6,(1.5k),5.1k,94,22,13,99
Aumovio,3.7,(1.5k),9.5k,84,8,139,5
Amara Raja Energy & Mobility,4.0,(1.5k),4.4k,118,--,117,7
TEKsystems,3.1,(1.5k),11.7k,142,30,81,2
Honeywell Technology Solutions,3.6,(1.5k),11.3k,168,--,205,--
Morningstar,3.6,(1.5k),10.7k,273,46,134,12
Oberoi Group of Hotels,4.0,(1.5k),3.8k,97,--,234,1
R Systems International,3.8,(1.5k),7.8k,197,27,153,31
HCL Infosystems,4.0,(1.5k),6.3k,144,--,228,--
NIIT,3.4,(1.5k),6.1k,110,17,160,3
Nykaa,3.4,(1.5k),7.3k,165,23,66,5
Aerial Telecom Solutions,4.1,(1.5k),2.4k,132,19,73,3
JSW Cement,4.0,(1.5k),4.5k,147,18,120,13
MedPlus,3.5,(1.5k),4.7k,116,36,68,1
Sansera Engineering,4.0,(1.5k),5.8k,102,1,119,2
Narayana Educational Society,3.6,(1.5k),4.1k,70,7,120,--
Rashmi Metaliks,3.1,(1.5k),5k,120,4,64,6
AB InBev India,3.3,(1.5k),8k,121,83,146,2
Hyatt Regency,4.1,(1.5k),3.1k,64,419,200,1
Adobe,3.7,(1.5k),13.8k,279,97,156,3
Vfs Global Services,3.4,(1.5k),4.4k,75,15,125,--
TÜV SÜD,4.0,(1.5k),4k,110,34,119,--
Sony,4.2,(1.5k),4.7k,94,5,190,1
Tenarai,3.5,(1.5k),11.2k,141,65,127,206
Eaton,3.9,(1.5k),8.5k,157,216,134,10
Taurus BPO Services,3.9,(1.5k),1k,38,1,498,6
Tieto,4.1,(1.5k),9.4k,112,15,122,26
DCM Shriram,4.1,(1.5k),5.1k,116,20,103,1
Kantar,3.4,(1.5k),7k,121,--,81,1
Citco,3.2,(1.5k),10.3k,175,147,58,--
Incedo,2.9,(1.5k),10.8k,214,37,120,24
J. Kumar Infraprojects,4.1,(1.5k),4.5k,99,3,118,5
EOSGlobe,3.0,(1.5k),4k,93,8,86,3
Slk Software Services,3.2,(1.5k),9.4k,115,--,89,--
Agilus Diagnostics,4.1,(1.5k),3.4k,87,8,131,--
Xiaomi,3.8,(1.5k),5.6k,114,4,130,16
iMerit,3.2,(1.5k),6k,122,13,107,--
FedEx Express,4.0,(1.5k),5.4k,119,56,191,2
Unisys,3.4,(1.5k),10.1k,82,23,153,--
The Muthoot Group,3.6,(1.4k),3.6k,86,--,220,10
Acmegrade,3.9,(1.4k),307,69,--,1,1
Hire In Global,4.9,(1.4k),8,304,--,37,--
VLCC,3.2,(1.4k),3.4k,55,45,95,--
Novo Nordisk,3.6,(1.4k),6.7k,101,1,139,10
Oracle Financial Services Software,3.2,(1.4k),10.3k,206,--,188,7
Bajaj Housing Finance,3.5,(1.4k),6k,76,94,63,5
Grant Thornton,3.3,(1.4k),12.1k,122,329,90,--
Sunknowledge Services,3.4,(1.4k),4k,111,18,216,1
Fino Payments Bank,3.7,(1.4k),4.1k,65,10,103,8
AtkinsRealis,3.7,(1.5k),6.3k,115,383,99,--
Tata Group,4.1,(1.4k),5.7k,386,--,143,2
NetAmbit,4.0,(1.4k),3.2k,192,4,64,7
Worley,4.1,(1.4k),7.6k,143,22,122,--
Amity University,3.5,(1.4k),5.3k,120,4,124,--
The Ramco Cements,4.0,(1.4k),4.6k,549,11,107,4
SK Finance Limited,3.8,(1.4k),3.9k,95,--,32,35
TE Connectivity,4.1,(1.4k),7.8k,105,154,162,15
INDIUM,3.9,(1.4k),7.4k,271,8,54,65
Sharekhan,3.7,(1.4k),5.3k,100,109,117,--
NxtWave,3.4,(1.4k),3.7k,302,170,27,1
Unichem Laboratories,3.7,(1.4k),5.2k,99,21,39,--
More Supermarket,3.6,(1.4k),4.1k,101,30,66,11
IDC Technologies,3.0,(1.4k),6.8k,77,--,45,13
ZF Steering Gear,3.7,(1.4k),7.6k,63,12,100,3
Iffco Tokio General Insurance Co.,3.8,(1.4k),4.1k,55,--,111,6
Brillio,3.4,(1.4k),11.1k,144,130,86,27
Burger King,3.9,(1.4k),3.6k,107,4,140,6
CenturyPly,3.9,(1.4k),4.5k,109,23,66,13
Viraj Profiles,4.0,(1.4k),4.5k,103,14,158,2
Paytm Payments Bank,3.8,(1.4k),5.5k,144,--,102,--
Aptara,3.1,(1.4k),6.4k,80,17,116,5
Faurecia,3.9,(1.4k),5.9k,72,24,188,1
TCS iON,3.8,(1.4k),4.1k,412,--,173,1
Aforeserve,3.4,(1.4k),3.6k,93,20,84,3
Globant,3.2,(1.4k),10.8k,211,68,112,9
RBL FinServe,3.9,(1.4k),3.1k,73,10,81,6
FDC,3.7,(1.4k),3.8k,73,36,91,5
OM Logistics,3.9,(1.4k),4.1k,98,3,112,5
CreditAccess Grameen,3.9,(1.4k),2.7k,57,14,65,15
GEP Worldwide,3.6,(1.4k),9.7k,159,13,134,12
Bharat FIH,3.7,(1.4k),5.2k,94,--,129,1
Apex Group,2.6,(1.4k),8.9k,195,446,54,4
Baroda Global Shared Services,3.8,(1.4k),3.1k,137,26,39,6
Decathlon,3.7,(1.4k),4.5k,121,--,120,20
Astral Pipe,4.0,(1.4k),4.4k,100,73,38,4
Hindware Limited,3.9,(1.4k),4.6k,91,7,131,2
Hatsun Agro Product,3.7,(1.4k),4.9k,87,8,99,2
Punjab National Bank,3.9,(1.4k),3k,67,--,106,6
Nippon Paint India,4.0,(1.4k),4.1k,82,2,88,11
ICICI Prudential Mutual Fund,3.9,(1.4k),6k,93,--,97,--
ManpowerGroup,3.6,(1.4k),5.3k,71,169,90,14
Royal Migration Solutions,4.9,(1.4k),5,1,--,1,--
Collabera Talent Solutions,3.4,(1.4k),7k,154,--,114,--
Ion Exchange India,3.8,(1.4k),5.4k,103,37,91,5
Samsung Research,2.9,(1.4k),10.2k,153,1,146,--
Sheenlac Paints,4.1,(1.4k),1.8k,212,2,47,138
Mondelez International,4.1,(1.4k),4.8k,79,83,132,10
GE,4.1,(1.4k),7.5k,120,--,140,--
Centre for Development of Advanced Computing,3.6,(1.4k),7k,129,--,66,--
T-Systems ICT India,3.8,(1.4k),9.2k,115,32,108,14
Shubham Housing Development Finance,4.0,(1.4k),3k,56,6,76,9
JioMart,3.9,(1.4k),4.4k,121,--,76,6
Spicejet,3.3,(1.4k),5.1k,110,--,153,4
Spandana Sphoorty Financial,3.8,(1.4k),2.5k,62,9,92,9
Aarvee Associates,3.7,(1.4k),3.4k,108,--,109,9
VIBGYOR Group of Schools,3.4,(1.4k),4.2k,103,227,106,--
Atul,3.9,(1.4k),5.3k,106,2,118,8
Cinépolis,3.8,(1.4k),3k,87,--,148,1
Luminous Power Technologies,4.1,(1.4k),4.2k,105,25,128,--
Jakson Group,4.1,(1.4k),4.1k,111,47,101,4
DEXIT Global,3.4,(1.4k),5.3k,141,10,104,--
Tenneco,3.6,(1.3k),5.4k,77,6,130,--
Pantaloons,4.0,(1.3k),3k,72,--,134,5
OpenText Technologies,3.3,(1.3k),12.5k,200,15,94,--
Fabindia,3.7,(1.3k),4k,64,60,121,4
Hindustan Construction Company,4.2,(1.3k),3.2k,96,9,159,1
Diageo,3.7,(1.3k),6.5k,98,43,113,2
Godrej Consumer Products,4.0,(1.3k),5k,64,--,120,5
Vestas,4.2,(1.3k),5.4k,102,32,139,6
H.G. Infra Engineering,3.9,(1.3k),3.3k,112,12,104,11
Bluestock ™,4.5,(1.3k),69,390,--,2,1
Big Bazaar,4.4,(1.3k),2.1k,49,--,173,1
Willis Towers Watson,3.7,(1.3k),8.2k,123,23,114,12
ANZ Banking Group,3.7,(1.3k),8.5k,116,18,109,--
Fresenius Kabi,4.0,(1.3k),4.2k,62,56,124,8
Dassault Systemes,3.8,(1.3k),7.6k,195,--,140,3
Shriram Pistons & Rings,4.0,(1.3k),4.7k,80,4,139,5
DP World,3.8,(1.3k),5.6k,106,206,74,9
KIMS Hospital,3.7,(1.3k),3.9k,65,7,77,3
Prodapt,3.5,(1.3k),10k,122,109,80,11
Intertek,3.8,(1.3k),4.2k,86,73,110,9
DLF,4.0,(1.3k),5.2k,108,20,90,7
Arvind Fashions Limited,3.8,(1.3k),3.4k,50,37,32,4
Kalpataru Limited,4.1,(1.3k),4.6k,286,21,86,2
SKF,4.0,(1.3k),4.7k,80,75,157,3
Ahluwalia Contracts India,4.0,(1.3k),3.7k,85,11,76,4
Mu Sigma,2.6,(1.3k),6.7k,257,--,126,11
PNC Infratech,3.8,(1.3k),3.5k,85,2,74,6
Zoho,4.1,(1.3k),10.6k,591,--,105,24
Colliers India,3.8,(1.3k),5k,101,68,83,20
AIIMS,4.2,(1.3k),4.7k,74,--,69,21
Electronics Corporation of India Limited,4.2,(1.3k),3.2k,63,9,95,3
Panasonic,4.0,(1.3k),4.7k,53,6,148,--
Automotive Manufacturers,3.8,(1.3k),5.2k,106,61,71,2
iSON Xperiences,3.1,(1.3k),3.3k,82,15,90,2
Sigma Electric Manufacturing Corporation,4.0,(1.3k),2.7k,78,26,207,7
Nielsen,3.1,(1.3k),6.9k,165,--,136,7
Balkrishna Industries,4.0,(1.3k),4.6k,74,--,76,--
Oil And Natural Gas Corporation,4.3,(1.3k),3.1k,83,--,137,3
JTEKT,4.1,(1.3k),4.5k,101,4,101,4
Rockman Industries,3.8,(1.3k),3.9k,103,24,98,2
Parexel International,3.8,(1.3k),6.1k,91,13,130,9
Schaeffler India,4.0,(1.3k),6k,73,12,118,9
Indostar Capital Finance Limited,4.3,(1.3k),2.1k,205,1,50,6
Dell EMC,3.7,(1.3k),8.2k,75,1,188,1
